Reference:  206 apertures in PRDOPSSOC-029
Comparison: 206 apertures in new pre-delivery

Number of modified apertures 206. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA3_FP1                      Idl2SciX43  6.47968549027671e-09 6.488441248251482e-09        0.000000     0.1349
NRCA3_FP1                      Idl2SciX44 -2.439695456764419e-09 -2.441824457381292e-09        0.000000     0.0872
NRCA3_FP1                      Idl2SciX51 -8.792955468535308e-12 -8.792657398641456e-12        0.000000     0.0034
NRCA3_FP1                      Idl2SciX53 -9.557835642038824e-12 -9.557131587989286e-12        0.000000     0.0074
NRCA3_FP1                      Idl2SciX55 -1.57706352921911e-12 -1.576694733634966e-12        0.000000     0.0234
NRCA3_FP1                      Idl2SciY00  -0.01502365920441662  -0.01500341943665262        0.000020     0.1347
NRCA3_FP1                      Idl2SciY10    0.0810570302462521    0.0811018221366522        0.000045     0.0552
NRCA3_FP1                      Idl2SciY11     31.94143256365004     31.94126289415562        0.000170     0.0005
NRCA3_FP1                      Idl2SciY20 -0.002309107497111766 -0.002308941789223524        0.000000     0.0072
NRCA3_FP1                      Idl2SciY21  -0.00220917801150885 -0.002209443163060192        0.000000     0.0120
NRCA3_FP1                      Idl2SciY22   0.00430305807849654  0.004303471034084865        0.000000     0.0096
NRCA3_FP1                      Idl2SciY30  3.72957769266518e-07 3.732604716640981e-07        0.000000     0.0811
NRCA3_FP1                      Idl2SciY31 -9.810114454447468e-06 -9.810891486791097e-06        0.000000     0.0079
NRCA3_FP1                      Idl2SciY32 -2.047946354937583e-07 -2.040514908874248e-07        0.000000     0.3629
NRCA3_FP1                      Idl2SciY33 -8.718481339549262e-06 -8.719257215030368e-06        0.000000     0.0089
NRCA3_FP1                      Idl2SciY40 3.412389584124216e-09 3.414488902544029e-09        0.000000     0.0615
NRCA3_FP1                      Idl2SciY41 -7.342253758103457e-09 -7.350888371229661e-09        0.000000     0.1175
NRCA3_FP1                      Idl2SciY42 1.369160540338948e-08 1.370434529525543e-08        0.000000     0.0930
NRCA3_FP1                      Idl2SciY43 -7.07629575206753e-09 -7.084523327629522e-09        0.000000     0.1161
NRCA3_FP1                      Idl2SciY44 1.060721500778715e-08 1.061768044934367e-08        0.000000     0.0986
NRCA3_FP1                      Idl2SciY50 -1.873201839545031e-12 -1.87357237019775e-12        0.000000     0.0198
NRCA3_FP1                      Idl2SciY52 -1.008316017753105e-11 -1.008383980517347e-11        0.000000     0.0067
NRCA3_FP1                      Idl2SciY54 -7.516447838533138e-12 -7.516735612073696e-12        0.000000     0.0038

NRCA3_FP1_SUB8                    XDetRef                1588.0                1587.5        0.500000     0.0315
NRCA3_FP1_SUB8                    YDetRef                1411.0                1410.5        0.500000     0.0354
NRCA3_FP1_SUB8                    XSciRef                   4.0                   4.5        0.500000    11.1111
NRCA3_FP1_SUB8                    YSciRef                   5.0                   4.5        0.500000    10.0000
NRCA3_FP1_SUB8                  XSciScale             0.0311433            0.03114344        0.000000     0.0004
NRCA3_FP1_SUB8                  YSciScale            0.03130673             0.0313069        0.000000     0.0005
NRCA3_FP1_SUB8                      V2Ref             69.510914             69.495319        0.015595     0.0224
NRCA3_FP1_SUB8                      V3Ref           -515.821184           -515.836853        0.015669     0.0030
NRCA3_FP1_SUB8                V3IdlYAngle            0.08691561            0.08706276        0.000147     0.1690
NRCA3_FP1_SUB8                V3SciYAngle            0.08691561            0.08706276        0.000147     0.1690
NRCA3_FP1_SUB8                  XIdlVert1                -0.109               -0.1246        0.015600    12.5201
NRCA3_FP1_SUB8                  XIdlVert2                0.1401                0.1246        0.015500    11.0635
NRCA3_FP1_SUB8                  XIdlVert3                0.1401                0.1246        0.015500    11.0635
NRCA3_FP1_SUB8                  XIdlVert4                -0.109               -0.1246        0.015600    12.5201
NRCA3_FP1_SUB8                  YIdlVert1               -0.1406               -0.1249        0.015700    11.1664
NRCA3_FP1_SUB8                  YIdlVert2               -0.1412               -0.1255        0.015700    11.1190
NRCA3_FP1_SUB8                  YIdlVert3                0.1092                0.1249        0.015700    12.5701
NRCA3_FP1_SUB8                  YIdlVert4                0.1098                0.1255        0.015700    12.5100
NRCA3_FP1_SUB8                 Sci2IdlX10   0.03114319772368719   0.03114334281021615        0.000000     0.0005
NRCA3_FP1_SUB8                 Sci2IdlX20 4.579455356939207e-08  4.58083744126424e-08        0.000000     0.0302
NRCA3_FP1_SUB8                 Sci2IdlX21 -1.989670329210611e-07 -1.989781690245297e-07        0.000000     0.0056
NRCA3_FP1_SUB8                 Sci2IdlX22 -1.908563060734477e-08 -1.908087626736267e-08        0.000000     0.0249
NRCA3_FP1_SUB8                 Sci2IdlX30 8.567257663013565e-12 8.568344146326681e-12        0.000000     0.0127
NRCA3_FP1_SUB8                 Sci2IdlX31 -1.578543469968141e-12 -1.579814564453598e-12        0.000000     0.0805
NRCA3_FP1_SUB8                 Sci2IdlX32 9.731611788803267e-12 9.732945447757645e-12        0.000000     0.0137
NRCA3_FP1_SUB8                 Sci2IdlX33 -1.503759741532108e-13 -1.507557665257027e-13        0.000000     0.2519
NRCA3_FP1_SUB8                 Sci2IdlX40   4.0476909367705e-16 4.051165957421288e-16        0.000000     0.0858
NRCA3_FP1_SUB8                 Sci2IdlX41 -5.535911801665051e-16 -5.53857927727075e-16        0.000000     0.0482
NRCA3_FP1_SUB8                 Sci2IdlX42 4.608757134411578e-16 4.612929544596347e-16        0.000000     0.0905
NRCA3_FP1_SUB8                 Sci2IdlX43 -5.843077107829834e-16 -5.845865794535074e-16        0.000000     0.0477
NRCA3_FP1_SUB8                 Sci2IdlX44 5.613565083963451e-17 5.620409475852844e-17        0.000000     0.1218
NRCA3_FP1_SUB8                 Sci2IdlX51 1.139079161372781e-20 1.139119855022086e-20        0.000000     0.0036
NRCA3_FP1_SUB8                 Sci2IdlX53 1.122004290998755e-20 1.122080595482495e-20        0.000000     0.0068
NRCA3_FP1_SUB8                 Sci2IdlX55 1.103514448714745e-21 1.103866272874513e-21        0.000000     0.0319
NRCA3_FP1_SUB8                 Sci2IdlY10 -7.833355344218627e-05 -7.837776258773533e-05        0.000000     0.0564
NRCA3_FP1_SUB8                 Sci2IdlY11   0.03130673061217623   0.03130689622247833        0.000000     0.0005
NRCA3_FP1_SUB8                 Sci2IdlY20 6.991512774057242e-08 6.991084953181487e-08        0.000000     0.0061
NRCA3_FP1_SUB8                 Sci2IdlY21 6.827314843003091e-08 6.828326636208427e-08        0.000000     0.0148
NRCA3_FP1_SUB8                 Sci2IdlY22 -1.314635906493186e-07 -1.314788068188754e-07        0.000000     0.0116
NRCA3_FP1_SUB8                 Sci2IdlY30 -1.029047048477349e-13 -1.031933773990492e-13        0.000000     0.2797
NRCA3_FP1_SUB8                 Sci2IdlY31 8.011394673334022e-12 8.012631933321774e-12        0.000000     0.0154
NRCA3_FP1_SUB8                 Sci2IdlY32 -1.594304958818155e-12 -1.595518669018821e-12        0.000000     0.0761
NRCA3_FP1_SUB8                 Sci2IdlY33 9.644459212499774e-12 9.645839374986565e-12        0.000000     0.0143
NRCA3_FP1_SUB8                 Sci2IdlY40 -3.775495728916688e-17 -3.782983748565987e-17        0.000000     0.1979
NRCA3_FP1_SUB8                 Sci2IdlY41 3.820146465962741e-16 3.823201037851018e-16        0.000000     0.0799
NRCA3_FP1_SUB8                 Sci2IdlY42 -6.597394580560356e-16 -6.601670081734643e-16        0.000000     0.0648
NRCA3_FP1_SUB8                 Sci2IdlY43 3.523685553074141e-16 3.526477832192229e-16        0.000000     0.0792
NRCA3_FP1_SUB8                 Sci2IdlY44 -6.015919693392723e-16 -6.019297454572055e-16        0.000000     0.0561
NRCA3_FP1_SUB8                 Sci2IdlY50 2.154152096927856e-21 2.153789160417203e-21        0.000000     0.0168
NRCA3_FP1_SUB8                 Sci2IdlY52 1.286582476555269e-20 1.286507866684391e-20        0.000000     0.0058
NRCA3_FP1_SUB8                 Sci2IdlY54 9.691436180730888e-21 9.691062510670872e-21        0.000000     0.0039
NRCA3_FP1_SUB8                 Idl2SciX00  -0.00326968368833036 -0.003289099968355913        0.000019     0.5903
NRCA3_FP1_SUB8                 Idl2SciX10     32.10911793828342     32.10896767597254        0.000150     0.0005
NRCA3_FP1_SUB8                 Idl2SciX11 0.0006189261184345457 0.0006192829915636425        0.000000     0.0576
NRCA3_FP1_SUB8                 Idl2SciX20 -0.001506058296671743 -0.001506477941466743        0.000000     0.0279
NRCA3_FP1_SUB8                 Idl2SciX21   0.00658602864322866  0.006586280312551683        0.000000     0.0038
NRCA3_FP1_SUB8                 Idl2SciX22 0.0006289419181922775 0.0006287837302205708        0.000000     0.0252
NRCA3_FP1_SUB8                 Idl2SciX30 -9.417646696995635e-06 -9.418346916726645e-06        0.000000     0.0074
NRCA3_FP1_SUB8                 Idl2SciX31 -2.170822030164264e-07 -2.16406863352277e-07        0.000000     0.3111
NRCA3_FP1_SUB8                 Idl2SciX32 -7.884028600627611e-06 -7.884722072866364e-06        0.000000     0.0088
NRCA3_FP1_SUB8                 Idl2SciX33 3.928426468854975e-07 3.931170705583033e-07        0.000000     0.0698
NRCA3_FP1_SUB8                 Idl2SciX40 -9.890940065834388e-09 -9.901404446207143e-09        0.000000     0.1057
NRCA3_FP1_SUB8                 Idl2SciX41 5.301809999257529e-09 5.310176434033281e-09        0.000000     0.1576
NRCA3_FP1_SUB8                 Idl2SciX42 -1.259211320122719e-08 -1.26048672857069e-08        0.000000     0.1012
NRCA3_FP1_SUB8                 Idl2SciX43  6.47968549027671e-09 6.488441248251482e-09        0.000000     0.1349
NRCA3_FP1_SUB8                 Idl2SciX44 -2.439695456764419e-09 -2.441824457381292e-09        0.000000     0.0872
NRCA3_FP1_SUB8                 Idl2SciX51 -8.792955468535308e-12 -8.792657398641456e-12        0.000000     0.0034
NRCA3_FP1_SUB8                 Idl2SciX53 -9.557835642038824e-12 -9.557131587989286e-12        0.000000     0.0074
NRCA3_FP1_SUB8                 Idl2SciX55 -1.57706352921911e-12 -1.576694733634966e-12        0.000000     0.0234
NRCA3_FP1_SUB8                 Idl2SciY00  -0.01502365920441662  -0.01500341943665262        0.000020     0.1347
NRCA3_FP1_SUB8                 Idl2SciY10    0.0810570302462521    0.0811018221366522        0.000045     0.0552
NRCA3_FP1_SUB8                 Idl2SciY11     31.94143256365004     31.94126289415562        0.000170     0.0005
NRCA3_FP1_SUB8                 Idl2SciY20 -0.002309107497111766 -0.002308941789223524        0.000000     0.0072
NRCA3_FP1_SUB8                 Idl2SciY21  -0.00220917801150885 -0.002209443163060192        0.000000     0.0120
NRCA3_FP1_SUB8                 Idl2SciY22   0.00430305807849654  0.004303471034084865        0.000000     0.0096
NRCA3_FP1_SUB8                 Idl2SciY30  3.72957769266518e-07 3.732604716640981e-07        0.000000     0.0811
NRCA3_FP1_SUB8                 Idl2SciY31 -9.810114454447468e-06 -9.810891486791097e-06        0.000000     0.0079
NRCA3_FP1_SUB8                 Idl2SciY32 -2.047946354937583e-07 -2.040514908874248e-07        0.000000     0.3629
NRCA3_FP1_SUB8                 Idl2SciY33 -8.718481339549262e-06 -8.719257215030368e-06        0.000000     0.0089
NRCA3_FP1_SUB8                 Idl2SciY40 3.412389584124216e-09 3.414488902544029e-09        0.000000     0.0615
NRCA3_FP1_SUB8                 Idl2SciY41 -7.342253758103457e-09 -7.350888371229661e-09        0.000000     0.1175
NRCA3_FP1_SUB8                 Idl2SciY42 1.369160540338948e-08 1.370434529525543e-08        0.000000     0.0930
NRCA3_FP1_SUB8                 Idl2SciY43 -7.07629575206753e-09 -7.084523327629522e-09        0.000000     0.1161
NRCA3_FP1_SUB8                 Idl2SciY44 1.060721500778715e-08 1.061768044934367e-08        0.000000     0.0986
NRCA3_FP1_SUB8                 Idl2SciY50 -1.873201839545031e-12 -1.87357237019775e-12        0.000000     0.0198
NRCA3_FP1_SUB8                 Idl2SciY52 -1.008316017753105e-11 -1.008383980517347e-11        0.000000     0.0067
NRCA3_FP1_SUB8                 Idl2SciY54 -7.516447838533138e-12 -7.516735612073696e-12        0.000000     0.0038

NRCA3_FP1_SUB64                   XDetRef                1588.0                1587.5        0.500000     0.0315
NRCA3_FP1_SUB64                   YDetRef                1411.0                1410.5        0.500000     0.0354
NRCA3_FP1_SUB64                   XSciRef                  32.0                  32.5        0.500000     1.5385
NRCA3_FP1_SUB64                   YSciRef                  33.0                  32.5        0.500000     1.5152
NRCA3_FP1_SUB64                 XSciScale             0.0311433            0.03114344        0.000000     0.0004
NRCA3_FP1_SUB64                 YSciScale            0.03130673             0.0313069        0.000000     0.0005
NRCA3_FP1_SUB64                     V2Ref             69.510914             69.495319        0.015595     0.0224
NRCA3_FP1_SUB64                     V3Ref           -515.821184           -515.836853        0.015669     0.0030
NRCA3_FP1_SUB64               V3IdlYAngle            0.08691561            0.08706276        0.000147     0.1690
NRCA3_FP1_SUB64               V3SciYAngle            0.08691561            0.08706276        0.000147     0.1690
NRCA3_FP1_SUB64                 XIdlVert1               -0.9812               -0.9968        0.015600     1.5650
NRCA3_FP1_SUB64                 XIdlVert2                1.0124                0.9968        0.015600     1.5409
NRCA3_FP1_SUB64                 XIdlVert3                 1.012                0.9964        0.015600     1.5415
NRCA3_FP1_SUB64                 XIdlVert4               -0.9808               -0.9964        0.015600     1.5656
NRCA3_FP1_SUB64                 YIdlVert1                -1.015               -0.9993        0.015700     1.5468
NRCA3_FP1_SUB64                 YIdlVert2               -1.0202               -1.0045        0.015700     1.5389
NRCA3_FP1_SUB64                 YIdlVert3                0.9836                0.9993        0.015700     1.5711
NRCA3_FP1_SUB64                 YIdlVert4                0.9885                1.0042        0.015700     1.5634
NRCA3_FP1_SUB64                Sci2IdlX10   0.03114319772368719   0.03114334281021615        0.000000     0.0005
NRCA3_FP1_SUB64                Sci2IdlX20 4.579455356939207e-08  4.58083744126424e-08        0.000000     0.0302
NRCA3_FP1_SUB64                Sci2IdlX21 -1.989670329210611e-07 -1.989781690245297e-07        0.000000     0.0056
NRCA3_FP1_SUB64                Sci2IdlX22 -1.908563060734477e-08 -1.908087626736267e-08        0.000000     0.0249
NRCA3_FP1_SUB64                Sci2IdlX30 8.567257663013565e-12 8.568344146326681e-12        0.000000     0.0127
NRCA3_FP1_SUB64                Sci2IdlX31 -1.578543469968141e-12 -1.579814564453598e-12        0.000000     0.0805
NRCA3_FP1_SUB64                Sci2IdlX32 9.731611788803267e-12 9.732945447757645e-12        0.000000     0.0137
NRCA3_FP1_SUB64                Sci2IdlX33 -1.503759741532108e-13 -1.507557665257027e-13        0.000000     0.2519
NRCA3_FP1_SUB64                Sci2IdlX40   4.0476909367705e-16 4.051165957421288e-16        0.000000     0.0858
NRCA3_FP1_SUB64                Sci2IdlX41 -5.535911801665051e-16 -5.53857927727075e-16        0.000000     0.0482
NRCA3_FP1_SUB64                Sci2IdlX42 4.608757134411578e-16 4.612929544596347e-16        0.000000     0.0905
NRCA3_FP1_SUB64                Sci2IdlX43 -5.843077107829834e-16 -5.845865794535074e-16        0.000000     0.0477
NRCA3_FP1_SUB64                Sci2IdlX44 5.613565083963451e-17 5.620409475852844e-17        0.000000     0.1218
NRCA3_FP1_SUB64                Sci2IdlX51 1.139079161372781e-20 1.139119855022086e-20        0.000000     0.0036
NRCA3_FP1_SUB64                Sci2IdlX53 1.122004290998755e-20 1.122080595482495e-20        0.000000     0.0068
NRCA3_FP1_SUB64                Sci2IdlX55 1.103514448714745e-21 1.103866272874513e-21        0.000000     0.0319
NRCA3_FP1_SUB64                Sci2IdlY10 -7.833355344218627e-05 -7.837776258773533e-05        0.000000     0.0564
NRCA3_FP1_SUB64                Sci2IdlY11   0.03130673061217623   0.03130689622247833        0.000000     0.0005
NRCA3_FP1_SUB64                Sci2IdlY20 6.991512774057242e-08 6.991084953181487e-08        0.000000     0.0061
NRCA3_FP1_SUB64                Sci2IdlY21 6.827314843003091e-08 6.828326636208427e-08        0.000000     0.0148
NRCA3_FP1_SUB64                Sci2IdlY22 -1.314635906493186e-07 -1.314788068188754e-07        0.000000     0.0116
NRCA3_FP1_SUB64                Sci2IdlY30 -1.029047048477349e-13 -1.031933773990492e-13        0.000000     0.2797
