Reference:  202 apertures in PRDOPSSOC-M-026
Comparison: 202 apertures in new pre-delivery

Number of modified apertures 202. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_TAMASKLWBL               Sci2IdlX55 6.957285378339353e-20 6.967764447367911e-20        0.000000     0.1504
NRCA5_TAMASKLWBL               Sci2IdlY10 -3.255072874441855e-05 -3.239190990214072e-05        0.000000     0.4879
NRCA5_TAMASKLWBL               Sci2IdlY11   0.06282174191108306    0.0628227828391777        0.000001     0.0017
NRCA5_TAMASKLWBL               Sci2IdlY20 3.602504402041224e-07 3.602456566381148e-07        0.000000     0.0013
NRCA5_TAMASKLWBL               Sci2IdlY21 3.110053970188064e-07 3.115284694080539e-07        0.000000     0.1679
NRCA5_TAMASKLWBL               Sci2IdlY22 -2.626910000582791e-07 -2.628306130920994e-07        0.000000     0.0531
NRCA5_TAMASKLWBL               Sci2IdlY30 7.007530782049578e-12 7.043769843767576e-12        0.000000     0.5145
NRCA5_TAMASKLWBL               Sci2IdlY31  1.03395504713425e-10 1.034606403471884e-10        0.000000     0.0630
NRCA5_TAMASKLWBL               Sci2IdlY32 8.757068711688831e-12   8.8178072235109e-12        0.000000     0.6888
NRCA5_TAMASKLWBL               Sci2IdlY33 1.086036133355757e-10 1.086097775636453e-10        0.000000     0.0057
NRCA5_TAMASKLWBL               Sci2IdlY40 4.408590044135648e-15 4.406505364203351e-15        0.000000     0.0473
NRCA5_TAMASKLWBL               Sci2IdlY41 1.078117948668021e-14 1.083316929488908e-14        0.000000     0.4799
NRCA5_TAMASKLWBL               Sci2IdlY42 1.579614338118251e-14 1.578529061965994e-14        0.000000     0.0687
NRCA5_TAMASKLWBL               Sci2IdlY43 1.044298734125255e-14  1.04905479763782e-14        0.000000     0.4534
NRCA5_TAMASKLWBL               Sci2IdlY44 9.972578917668951e-15 9.962675606355936e-15        0.000000     0.0993
NRCA5_TAMASKLWBL               Sci2IdlY50 6.518067211857851e-20 6.506881587515729e-20        0.000000     0.1716
NRCA5_TAMASKLWBL               Sci2IdlY51 5.272545905904203e-18 5.272533570687589e-18        0.000000     0.0002
NRCA5_TAMASKLWBL               Sci2IdlY52 5.423416420410494e-19 5.421150802596935e-19        0.000000     0.0418
NRCA5_TAMASKLWBL               Sci2IdlY53 9.733765750271005e-18 9.733752161196189e-18        0.000000     0.0001
NRCA5_TAMASKLWBL               Sci2IdlY54 4.663105784290926e-19 4.661984304171458e-19        0.000000     0.0241
NRCA5_TAMASKLWBL               Idl2SciX00   0.01800589092011151   0.01804445150727219        0.000039     0.2137
NRCA5_TAMASKLWBL               Idl2SciX10     15.98240305148765     15.98201022439416        0.000393     0.0025
NRCA5_TAMASKLWBL               Idl2SciX11 0.0001369165436843484 0.0001375924717474108        0.000001     0.4913
NRCA5_TAMASKLWBL               Idl2SciX20 -0.001000321799903542 -0.001003435716183163        0.000003     0.3103
NRCA5_TAMASKLWBL               Idl2SciX21  0.002520851841016988  0.002520972580757253        0.000000     0.0048
NRCA5_TAMASKLWBL               Idl2SciX22 0.0002211719096673482 0.0002201047648662023        0.000001     0.4825
NRCA5_TAMASKLWBL               Idl2SciX30 -6.835667610515963e-06 -6.84009890461645e-06        0.000000     0.0648
NRCA5_TAMASKLWBL               Idl2SciX31 -1.110819232314597e-06 -1.115918873659585e-06        0.000000     0.4570
NRCA5_TAMASKLWBL               Idl2SciX32 -6.523823323561566e-06 -6.525803167414293e-06        0.000000     0.0303
NRCA5_TAMASKLWBL               Idl2SciX33 -1.412109133994761e-07 -1.426853970012088e-07        0.000000     1.0334
NRCA5_TAMASKLWBL               Idl2SciX40 -7.650312222848605e-09 -7.697371760094267e-09        0.000000     0.6114
NRCA5_TAMASKLWBL               Idl2SciX41 -1.259990629657709e-08 -1.259575233203548e-08        0.000000     0.0330
NRCA5_TAMASKLWBL               Idl2SciX42 -1.005222619001358e-08 -1.010853597561084e-08        0.000000     0.5571
NRCA5_TAMASKLWBL               Idl2SciX43 -1.197452812935904e-08 -1.196875688796734e-08        0.000000     0.0482
NRCA5_TAMASKLWBL               Idl2SciX44 -1.925786643588392e-09 -1.934827949134062e-09        0.000000     0.4673
NRCA5_TAMASKLWBL               Idl2SciX50 -6.002649833601491e-11 -6.00266406257145e-11        0.000000     0.0002
NRCA5_TAMASKLWBL               Idl2SciX51 -5.988863976408283e-12 -5.987504784920904e-12        0.000000     0.0227
NRCA5_TAMASKLWBL               Idl2SciX53 -6.851111968267761e-12 -6.848201657710456e-12        0.000000     0.0425
NRCA5_TAMASKLWBL               Idl2SciX54 -6.04799095381405e-11 -6.047968578805889e-11        0.000000     0.0004
NRCA5_TAMASKLWBL               Idl2SciX55 -8.57301255312687e-13 -8.55864149890973e-13        0.000000     0.1676
NRCA5_TAMASKLWBL               Idl2SciY00  0.008770824360453844  0.008686287178989005        0.000085     0.9638
NRCA5_TAMASKLWBL               Idl2SciY10  0.007811861942449649  0.007770116605063243        0.000042     0.5344
NRCA5_TAMASKLWBL               Idl2SciY11     15.91840832456242     15.91814246401531        0.000266     0.0017
NRCA5_TAMASKLWBL               Idl2SciY20 -0.001470742505970186 -0.001470575500164978        0.000000     0.0114
NRCA5_TAMASKLWBL               Idl2SciY21 -0.001272572851968939 -0.001274662790244886        0.000002     0.1640
NRCA5_TAMASKLWBL               Idl2SciY22  0.001054714057515235  0.001055250790853525        0.000001     0.0509
NRCA5_TAMASKLWBL               Idl2SciY30 -6.627573931281261e-08 -6.74832941945902e-08        0.000000     1.7894
NRCA5_TAMASKLWBL               Idl2SciY31 -7.259617751385459e-06 -7.261674496746059e-06        0.000000     0.0283
NRCA5_TAMASKLWBL               Idl2SciY32 -9.75099961731182e-07 -9.79372461522315e-07        0.000000     0.4362
NRCA5_TAMASKLWBL               Idl2SciY33 -6.979072159853425e-06 -6.978533792975635e-06        0.000000     0.0077
NRCA5_TAMASKLWBL               Idl2SciY40 -1.972689485672961e-09 -1.971916944766035e-09        0.000000     0.0392
NRCA5_TAMASKLWBL               Idl2SciY41 -6.301003751783796e-09 -6.340408459777497e-09        0.000000     0.6215
NRCA5_TAMASKLWBL               Idl2SciY42  -1.5104490262555e-08 -1.509682808526258e-08        0.000000     0.0507
NRCA5_TAMASKLWBL               Idl2SciY43 -6.377009130605907e-09 -6.413950705058705e-09        0.000000     0.5760
NRCA5_TAMASKLWBL               Idl2SciY44 -1.20352386842952e-08 -1.202729418965965e-08        0.000000     0.0660
NRCA5_TAMASKLWBL               Idl2SciY50 -1.352193827313876e-12 -1.353688475542383e-12        0.000000     0.1104
NRCA5_TAMASKLWBL               Idl2SciY51 -6.290135332486585e-11 -6.290155726046444e-11        0.000000     0.0003
NRCA5_TAMASKLWBL               Idl2SciY52 -7.672350164361801e-12 -7.674873999516423e-12        0.000000     0.0329
NRCA5_TAMASKLWBL               Idl2SciY54 -6.345380732447317e-12 -6.346341093851391e-12        0.000000     0.0151
NRCA5_TAMASKLWBL               Idl2SciY55 -5.579267212019665e-11 -5.579252133147912e-11        0.000000     0.0003

NRCA5_FSTAMASKLWB                 XDetRef                 455.0                 391.5       63.500000    13.9560
NRCA5_FSTAMASKLWB                 YDetRef                1558.5                1557.5        1.000000     0.0642
NRCA5_FSTAMASKLWB                 XSciRef                  33.0                  32.5        0.500000     1.5152
NRCA5_FSTAMASKLWB               XSciScale            0.06264475             0.0626832        0.000038     0.0613
NRCA5_FSTAMASKLWB               YSciScale              0.062868            0.06289068        0.000023     0.0361
NRCA5_FSTAMASKLWB                   V2Ref             48.326778             44.347307        3.979471     8.2345
NRCA5_FSTAMASKLWB                   V3Ref            -412.63337           -412.672031        0.038661     0.0094
NRCA5_FSTAMASKLWB             V3IdlYAngle            0.34374414            0.37934519        0.035601     9.3849
NRCA5_FSTAMASKLWB             V3SciXAngle          -89.67228306          -89.63031836        0.041965     0.0468
NRCA5_FSTAMASKLWB             V3SciYAngle            0.34374414            0.37934519        0.035601     9.3849
NRCA5_FSTAMASKLWB               XIdlVert1               -2.0363               -2.0062        0.030100     1.4782
NRCA5_FSTAMASKLWB               XIdlVert2                1.9742                2.0068        0.032600     1.6245
NRCA5_FSTAMASKLWB               XIdlVert3                1.9729                2.0055        0.032600     1.6255
NRCA5_FSTAMASKLWB               XIdlVert4               -2.0351                -2.005        0.030100     1.4790
NRCA5_FSTAMASKLWB               YIdlVert1               -2.0107               -2.0117        0.001000     0.0497
NRCA5_FSTAMASKLWB               YIdlVert2               -2.0126               -2.0131        0.000500     0.0248
NRCA5_FSTAMASKLWB               YIdlVert3                2.0117                2.0126        0.000900     0.0447
NRCA5_FSTAMASKLWB               YIdlVert4                2.0121                2.0126        0.000500     0.0248
NRCA5_FSTAMASKLWB              Sci2IdlX10   0.06264474884331235   0.06268320122028995        0.000038     0.0613
NRCA5_FSTAMASKLWB              Sci2IdlX20 2.873336187530122e-07 3.087665206535071e-07        0.000000     6.9415
NRCA5_FSTAMASKLWB              Sci2IdlX21 -6.170723465629562e-07 -6.158334784524517e-07        0.000000     0.2008
NRCA5_FSTAMASKLWB              Sci2IdlX22 -4.118674327013708e-08 -3.42942952722615e-08        0.000000    16.7346
NRCA5_FSTAMASKLWB              Sci2IdlX30 1.094891728100777e-10 1.133195572876212e-10        0.000000     3.3802
NRCA5_FSTAMASKLWB              Sci2IdlX31 8.976954254632252e-12 1.062848365865387e-11        0.000000    15.5387
NRCA5_FSTAMASKLWB              Sci2IdlX32 1.101605446944891e-10 1.124768437044764e-10        0.000000     2.0594
NRCA5_FSTAMASKLWB              Sci2IdlX33 4.031299839569817e-12 4.571817748801467e-12        0.000000    11.8228
NRCA5_FSTAMASKLWB              Sci2IdlX40 1.434115834608734e-14 1.583802044418987e-14        0.000000     9.4511
NRCA5_FSTAMASKLWB              Sci2IdlX41 8.441805183875511e-15 8.565800618177796e-15        0.000000     1.4476
NRCA5_FSTAMASKLWB              Sci2IdlX42  1.74370299144814e-14 1.926175451055355e-14        0.000000     9.4733
NRCA5_FSTAMASKLWB              Sci2IdlX43 7.565405311235913e-15 7.629805905312308e-15        0.000000     0.8441
NRCA5_FSTAMASKLWB              Sci2IdlX44 2.516570046136849e-15  2.82216446253179e-15        0.000000    10.8284
NRCA5_FSTAMASKLWB              Sci2IdlX50 4.707494059226364e-18 4.707529595184455e-18        0.000000     0.0008
NRCA5_FSTAMASKLWB              Sci2IdlX51 5.263683967974137e-19   5.2964397090907e-19        0.000000     0.6184
NRCA5_FSTAMASKLWB              Sci2IdlX52  9.53546534715701e-18 9.535792278541583e-18        0.000000     0.0034
NRCA5_FSTAMASKLWB              Sci2IdlX53 5.852690092943311e-19 5.913165280050591e-19        0.000000     1.0227
NRCA5_FSTAMASKLWB              Sci2IdlX54    4.720324389672e-18 4.720609156663132e-18        0.000000     0.0060
NRCA5_FSTAMASKLWB              Sci2IdlX55 7.568757871241317e-20 7.842771703321068e-20        0.000000     3.4938
NRCA5_FSTAMASKLWB              Sci2IdlY10 -1.752344630786802e-05 -1.057220251938774e-05        0.000007    39.6682
NRCA5_FSTAMASKLWB              Sci2IdlY11   0.06286800324051844   0.06289067619852057        0.000023     0.0361
NRCA5_FSTAMASKLWB              Sci2IdlY20 3.632899927894967e-07 3.648751420367333e-07        0.000000     0.4344
NRCA5_FSTAMASKLWB              Sci2IdlY21  3.41707771040848e-07 3.560186377109937e-07        0.000000     4.0197
NRCA5_FSTAMASKLWB              Sci2IdlY22 -2.612492227092414e-07 -2.606666306697968e-07        0.000000     0.2230
NRCA5_FSTAMASKLWB              Sci2IdlY30 9.348253019186773e-12 1.039086166428524e-11        0.000000    10.0339
NRCA5_FSTAMASKLWB              Sci2IdlY31 1.085565236022209e-10 1.112633158004299e-10        0.000000     2.4328
NRCA5_FSTAMASKLWB              Sci2IdlY32 1.307141574292764e-11 1.499501864331751e-11        0.000000    12.8283
NRCA5_FSTAMASKLWB              Sci2IdlY33 1.102440422693017e-10 1.110770084699175e-10        0.000000     0.7499
NRCA5_FSTAMASKLWB              Sci2IdlY40 4.432025596488133e-15 4.435536083538901e-15        0.000000     0.0791
NRCA5_FSTAMASKLWB              Sci2IdlY41 1.374266121675585e-14  1.50753260453119e-14        0.000000     8.8400
NRCA5_FSTAMASKLWB              Sci2IdlY42 1.598679120874543e-14 1.604642450953929e-14        0.000000     0.3716
NRCA5_FSTAMASKLWB              Sci2IdlY43 1.317649947510206e-14 1.440600874611304e-14        0.000000     8.5347
NRCA5_FSTAMASKLWB              Sci2IdlY44 1.002382383166356e-14 1.002921754706583e-14        0.000000     0.0538
NRCA5_FSTAMASKLWB              Sci2IdlY50 5.865352773151378e-20    5.572848848975e-20        0.000000     4.9870
NRCA5_FSTAMASKLWB              Sci2IdlY51 5.271821134655786e-18 5.271493055011091e-18        0.000000     0.0062
NRCA5_FSTAMASKLWB              Sci2IdlY52 5.291207007920677e-19 5.231956836075574e-19        0.000000     1.1198
NRCA5_FSTAMASKLWB              Sci2IdlY53 9.732963598421587e-18 9.732598059364628e-18        0.000000     0.0038
NRCA5_FSTAMASKLWB              Sci2IdlY54 4.597660296562444e-19 4.568329407851424e-19        0.000000     0.6380
NRCA5_FSTAMASKLWB              Sci2IdlY55 4.409959153675544e-18 4.409911273467872e-18        0.000000     0.0011
NRCA5_FSTAMASKLWB              Idl2SciX00   0.01938071707921551   0.01929430972387536        0.000086     0.4458
NRCA5_FSTAMASKLWB              Idl2SciX10     15.96306498477318     15.95316450196183        0.009900     0.0620
NRCA5_FSTAMASKLWB              Idl2SciX11 0.0001514230087272389 0.0001561994604175471        0.000005     3.0579
NRCA5_FSTAMASKLWB              Idl2SciX20 -0.001181828389681221  -0.00126660195984347        0.000085     6.6930
NRCA5_FSTAMASKLWB              Idl2SciX21  0.002502395076765863  0.002492956145703399        0.000009     0.3772
NRCA5_FSTAMASKLWB              Idl2SciX22 0.0001592702337283818 0.0001307951332429374        0.000028    17.8785
NRCA5_FSTAMASKLWB              Idl2SciX30 -7.154204406402386e-06 -7.328106707738791e-06        0.000000     2.3731
NRCA5_FSTAMASKLWB              Idl2SciX31 -1.43543131720499e-06 -1.581594727489508e-06        0.000000     9.2415
NRCA5_FSTAMASKLWB              Idl2SciX32 -6.725657629254545e-06 -6.833284556145759e-06        0.000000     1.5750
NRCA5_FSTAMASKLWB              Idl2SciX33 -2.378386622600553e-07 -2.810367942916496e-07        0.000000    15.3710
NRCA5_FSTAMASKLWB              Idl2SciX40 -1.031729998384458e-08 -1.151936121026766e-08        0.000000    10.4351
NRCA5_FSTAMASKLWB              Idl2SciX41 -1.278398464019893e-08 -1.285251702990176e-08        0.000000     0.5332
NRCA5_FSTAMASKLWB              Idl2SciX42 -1.326537573842426e-08 -1.471264869553661e-08        0.000000     9.8369
NRCA5_FSTAMASKLWB              Idl2SciX43 -1.206531184386264e-08 -1.209173322269276e-08        0.000000     0.2185
NRCA5_FSTAMASKLWB              Idl2SciX44 -2.442804317445854e-09 -2.675653119347342e-09        0.000000     8.7025
NRCA5_FSTAMASKLWB              Idl2SciX50 -6.003474722841772e-11 -6.003840808701453e-11        0.000000     0.0061
NRCA5_FSTAMASKLWB              Idl2SciX51 -5.909517118791417e-12 -5.873936582412068e-12        0.000000     0.6021
NRCA5_FSTAMASKLWB              Idl2SciX52 -1.214611975550164e-10 -1.214589374858673e-10        0.000000     0.0019
NRCA5_FSTAMASKLWB              Idl2SciX53 -6.681262383791763e-12 -6.605130883461465e-12        0.000000     1.1395
NRCA5_FSTAMASKLWB              Idl2SciX54 -6.046679894847569e-11 -6.046088795313073e-11        0.000000     0.0098
NRCA5_FSTAMASKLWB              Idl2SciX55 -7.734515667483463e-13 -7.35882013873566e-13        0.000000     4.8574
NRCA5_FSTAMASKLWB              Idl2SciY00  0.004319003760429041  0.002182702525033164        0.002136    49.4628
NRCA5_FSTAMASKLWB              Idl2SciY10  0.003920693994431831  0.002144436738973132        0.001776    45.3047
NRCA5_FSTAMASKLWB              Idl2SciY11     15.90655382786977     15.90075425026061        0.005800     0.0365
NRCA5_FSTAMASKLWB              Idl2SciY20 -0.001475153812968654 -0.001477534470385257        0.000002     0.1611
NRCA5_FSTAMASKLWB              Idl2SciY21 -0.001395325684056773 -0.001451795409049421        0.000056     3.8896
NRCA5_FSTAMASKLWB              Idl2SciY22  0.001047473055264762  0.001044481157149624        0.000003     0.2856
NRCA5_FSTAMASKLWB              Idl2SciY30 -1.470781364620456e-07 -1.839171166883584e-07        0.000000    20.0302
