Reference:  202 apertures in PRDOPSSOC-M-026
Comparison: 202 apertures in new pre-delivery

Number of modified apertures 202. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_FULL_FSTAMASK430R        Sci2IdlY55 4.410383567387538e-18 4.410358458348758e-18        0.000000     0.0006
NRCA5_FULL_FSTAMASK430R        Idl2SciX00 -0.004161250440983366 -0.001524313177178271        0.002637    63.3689
NRCA5_FULL_FSTAMASK430R        Idl2SciX10     16.02805859109873     16.02661270739408        0.001446     0.0090
NRCA5_FULL_FSTAMASK430R        Idl2SciX11  2.02408509136949e-05 3.500339625425383e-05        0.000015    42.1746
NRCA5_FULL_FSTAMASK430R        Idl2SciX20 -0.0003145526058209316 -0.000378104081521123        0.000064    16.8079
NRCA5_FULL_FSTAMASK430R        Idl2SciX21  0.002548261523252705  0.002545507107408592        0.000003     0.1081
NRCA5_FULL_FSTAMASK430R        Idl2SciX22 0.0004608218630495451 0.0004387573238546251        0.000022     4.7881
NRCA5_FULL_FSTAMASK430R        Idl2SciX30 -6.505267833763582e-06 -6.474243850713635e-06        0.000000     0.4769
NRCA5_FULL_FSTAMASK430R        Idl2SciX31  1.50292094158738e-07 3.832011316010301e-08        0.000000    74.5029
NRCA5_FULL_FSTAMASK430R        Idl2SciX32 -6.262388206513818e-06 -6.258217317593908e-06        0.000000     0.0666
NRCA5_FULL_FSTAMASK430R        Idl2SciX33 2.413938106212445e-07 2.066965551289252e-07        0.000000    14.3737
NRCA5_FULL_FSTAMASK430R        Idl2SciX40 3.123075718087024e-09 2.113153304297929e-09        0.000000    32.3374
NRCA5_FULL_FSTAMASK430R        Idl2SciX41 -1.163504408960065e-08 -1.180496892597859e-08        0.000000     1.4394
NRCA5_FULL_FSTAMASK430R        Idl2SciX42 2.947427296003151e-09 1.723604663287163e-09        0.000000    41.5217
NRCA5_FULL_FSTAMASK430R        Idl2SciX43 -1.138343206284231e-08 -1.151836543201146e-08        0.000000     1.1715
NRCA5_FULL_FSTAMASK430R        Idl2SciX44 1.681222457077338e-10 -2.967011557451305e-11        0.000000   117.6479
NRCA5_FULL_FSTAMASK430R        Idl2SciX50 -5.999160599023282e-11 -5.999506093317638e-11        0.000000     0.0058
NRCA5_FULL_FSTAMASK430R        Idl2SciX51 -6.312753988005612e-12 -6.281479633930875e-12        0.000000     0.4954
NRCA5_FULL_FSTAMASK430R        Idl2SciX52 -1.214831147343379e-10 -1.214816592678951e-10        0.000000     0.0012
NRCA5_FULL_FSTAMASK430R        Idl2SciX53 -7.545450201746383e-12 -7.478334607905798e-12        0.000000     0.8895
NRCA5_FULL_FSTAMASK430R        Idl2SciX54 -6.053239487267513e-11 -6.052739984886983e-11        0.000000     0.0083
NRCA5_FULL_FSTAMASK430R        Idl2SciX55 -1.200536291016196e-12 -1.167326280401049e-12        0.000000     2.7663
NRCA5_FULL_FSTAMASK430R        Idl2SciY00    0.0159322270226312   0.01641248643841209        0.000480     2.9262
NRCA5_FULL_FSTAMASK430R        Idl2SciY10   0.02255478877561979   0.02120302332164381        0.001352     5.9933
NRCA5_FULL_FSTAMASK430R        Idl2SciY11     15.95448047696526     15.95246410437131        0.002016     0.0126
NRCA5_FULL_FSTAMASK430R        Idl2SciY20 -0.001471517360292336 -0.001472119736779715        0.000001     0.0409
NRCA5_FULL_FSTAMASK430R        Idl2SciY21 -0.0007962733754575676 -0.0008404901933417303        0.000044     5.2608
NRCA5_FULL_FSTAMASK430R        Idl2SciY22  0.001072470817395721  0.001066085033943627        0.000006     0.5954
NRCA5_FULL_FSTAMASK430R        Idl2SciY30 2.371889524622388e-07 2.108106427431671e-07        0.000000    11.1212
NRCA5_FULL_FSTAMASK430R        Idl2SciY31 -7.054219470225979e-06 -7.04047196183666e-06        0.000000     0.1949
NRCA5_FULL_FSTAMASK430R        Idl2SciY32 1.083855078885116e-07 1.142543148175233e-08        0.000000    89.4585
NRCA5_FULL_FSTAMASK430R        Idl2SciY33 -6.888563577067645e-06 -6.89848040965416e-06        0.000000     0.1438
NRCA5_FULL_FSTAMASK430R        Idl2SciY40 -1.727976416322438e-09 -1.764961953385825e-09        0.000000     2.0955
NRCA5_FULL_FSTAMASK430R        Idl2SciY41 2.799934608094589e-09 1.944015610379972e-09        0.000000    30.5692
NRCA5_FULL_FSTAMASK430R        Idl2SciY42 -1.416556748688938e-08 -1.435925350861877e-08        0.000000     1.3489
NRCA5_FULL_FSTAMASK430R        Idl2SciY43 2.244570352133194e-09 1.429835836641918e-09        0.000000    36.2980
NRCA5_FULL_FSTAMASK430R        Idl2SciY44 -1.171179189320312e-08 -1.18282136267026e-08        0.000000     0.9843
NRCA5_FULL_FSTAMASK430R        Idl2SciY50 -9.955135888708006e-13 -1.029998469946445e-12        0.000000     3.3481
NRCA5_FULL_FSTAMASK430R        Idl2SciY51 -6.285102082995955e-11 -6.285603188791363e-11        0.000000     0.0080
NRCA5_FULL_FSTAMASK430R        Idl2SciY52 -7.06938889897299e-12 -7.127744187004332e-12        0.000000     0.8187
NRCA5_FULL_FSTAMASK430R        Idl2SciY53 -1.192573841244255e-10 -1.192591458229261e-10        0.000000     0.0015
NRCA5_FULL_FSTAMASK430R        Idl2SciY54 -6.115518245656616e-12 -6.137801933908379e-12        0.000000     0.3631
NRCA5_FULL_FSTAMASK430R        Idl2SciY55 -5.582801624387402e-11 -5.582465482280001e-11        0.000000     0.0060

NRCA4_FULL_TAMASKSWB              DDCName          NRC_MASK430R           NRC_MASKLWB             N/A        N/A
NRCA4_FULL_TAMASKSWB              XDetRef                 158.0                 821.5      663.500000    80.7669
NRCA4_FULL_TAMASKSWB              YDetRef                 791.0                 787.5        3.500000     0.4425
NRCA4_FULL_TAMASKSWB              XSciRef                 158.0                 821.5      663.500000    80.7669
NRCA4_FULL_TAMASKSWB              YSciRef                1259.0                1261.5        2.500000     0.1982
NRCA4_FULL_TAMASKSWB            XSciScale             0.0307525            0.03081311        0.000061     0.1967
NRCA4_FULL_TAMASKSWB            YSciScale            0.03086432            0.03090917        0.000045     0.1451
NRCA4_FULL_TAMASKSWB                V2Ref             77.499367             57.076206       20.423161    26.3527
NRCA4_FULL_TAMASKSWB                V3Ref           -412.364325           -412.290979        0.073346     0.0178
NRCA4_FULL_TAMASKSWB          V3IdlYAngle           -0.15804565            0.04058636        0.198632   125.6802
NRCA4_FULL_TAMASKSWB          V3SciXAngle          -90.20357883          -89.99100169        0.212577     0.2357
NRCA4_FULL_TAMASKSWB          V3SciYAngle           -0.15804565            0.04058636        0.198632   125.6802
NRCA4_FULL_TAMASKSWB            XIdlVert1               -4.9119                -25.47       20.558100    80.7150
NRCA4_FULL_TAMASKSWB            XIdlVert2               58.7095               38.1509       20.558600    35.0175
NRCA4_FULL_TAMASKSWB            XIdlVert3               58.0956               37.7575       20.338100    35.0080
NRCA4_FULL_TAMASKSWB            XIdlVert4               -4.8371              -25.1759       20.338800    80.7868
NRCA4_FULL_TAMASKSWB            YIdlVert1               -38.964              -38.9745        0.010500     0.0269
NRCA4_FULL_TAMASKSWB            YIdlVert2              -38.9052              -39.1362        0.231000     0.5902
NRCA4_FULL_TAMASKSWB            YIdlVert3                24.714               24.4845        0.229500     0.9286
NRCA4_FULL_TAMASKSWB            YIdlVert4               24.3238               24.3123        0.011500     0.0473
NRCA4_FULL_TAMASKSWB           Sci2IdlX10   0.03075248752204431   0.03081310445222938        0.000061     0.1967
NRCA4_FULL_TAMASKSWB           Sci2IdlX20  3.75030225539113e-08 5.521214425596187e-08        0.000000    32.0747
NRCA4_FULL_TAMASKSWB           Sci2IdlX21 -1.615241298959642e-07 -1.605436402163386e-07        0.000000     0.6070
NRCA4_FULL_TAMASKSWB           Sci2IdlX22 -2.192422395942336e-08 -1.565501931943509e-08        0.000000    28.5949
NRCA4_FULL_TAMASKSWB           Sci2IdlX30 8.254982504888752e-12 9.445999069896394e-12        0.000000    12.6087
NRCA4_FULL_TAMASKSWB           Sci2IdlX31 -1.308232822160655e-13 1.160006790712894e-12        0.000000   111.2778
NRCA4_FULL_TAMASKSWB           Sci2IdlX32 9.529945746897492e-12 1.027593910340504e-11        0.000000     7.2596
NRCA4_FULL_TAMASKSWB           Sci2IdlX33 1.792780817444665e-13 6.158774484372417e-13        0.000000    70.8906
NRCA4_FULL_TAMASKSWB           Sci2IdlX40 2.121557151653024e-16 6.817834820389737e-16        0.000000    68.8822
NRCA4_FULL_TAMASKSWB           Sci2IdlX41 6.137013057047817e-16 6.482007409008927e-16        0.000000     5.3223
NRCA4_FULL_TAMASKSWB           Sci2IdlX42 2.640405432803445e-16 8.464808636405927e-16        0.000000    68.8073
NRCA4_FULL_TAMASKSWB           Sci2IdlX43 5.924162259286713e-16 6.119029050316026e-16        0.000000     3.1846
NRCA4_FULL_TAMASKSWB           Sci2IdlX44 2.355591920823375e-17 1.229092317075674e-16        0.000000    80.8347
NRCA4_FULL_TAMASKSWB           Sci2IdlX50 1.412495559725512e-19 1.412553941877602e-19        0.000000     0.0041
NRCA4_FULL_TAMASKSWB           Sci2IdlX51 1.136976042840298e-20 1.191889264016022e-20        0.000000     4.6072
NRCA4_FULL_TAMASKSWB           Sci2IdlX52 2.905164280624977e-19 2.905589155698147e-19        0.000000     0.0146
NRCA4_FULL_TAMASKSWB           Sci2IdlX53 1.146483299328033e-20 1.249493272615451e-20        0.000000     8.2441
NRCA4_FULL_TAMASKSWB           Sci2IdlX54 1.455430140274972e-19 1.455762460886099e-19        0.000000     0.0228
NRCA4_FULL_TAMASKSWB           Sci2IdlX55 1.279412646691683e-21 1.754516885504864e-21        0.000000    27.0789
NRCA4_FULL_TAMASKSWB           Sci2IdlY10 -2.443912813765435e-05 -1.698774339363345e-05        0.000007    30.4896
NRCA4_FULL_TAMASKSWB           Sci2IdlY11   0.03086431558157116   0.03090917351197436        0.000045     0.1451
NRCA4_FULL_TAMASKSWB           Sci2IdlY20 8.529384752266958e-08 8.663550112875647e-08        0.000000     1.5486
NRCA4_FULL_TAMASKSWB           Sci2IdlY21 6.219264364447107e-08 7.482140134902136e-08        0.000000    16.8785
NRCA4_FULL_TAMASKSWB           Sci2IdlY22 -7.600567876010566e-08 -7.528293502337757e-08        0.000000     0.9509
NRCA4_FULL_TAMASKSWB           Sci2IdlY30 3.779251330869465e-13 1.100534961176415e-12        0.000000    65.6599
NRCA4_FULL_TAMASKSWB           Sci2IdlY31 8.708897414184658e-12 9.611820768182484e-12        0.000000     9.3939
NRCA4_FULL_TAMASKSWB           Sci2IdlY32 7.804127386229434e-14 1.579245302071596e-12        0.000000    95.0583
NRCA4_FULL_TAMASKSWB           Sci2IdlY33 1.030793050815432e-11 1.061459575576029e-11        0.000000     2.8891
NRCA4_FULL_TAMASKSWB           Sci2IdlY40 2.805360191708389e-16 2.851276940398942e-16        0.000000     1.6104
NRCA4_FULL_TAMASKSWB           Sci2IdlY41 2.412817310355585e-16 6.595698832318247e-16        0.000000    63.4183
NRCA4_FULL_TAMASKSWB           Sci2IdlY42 1.140307085726267e-15 1.165896855754973e-15        0.000000     2.1949
NRCA4_FULL_TAMASKSWB           Sci2IdlY43 2.513563091257437e-16 6.437008510209815e-16        0.000000    60.9514
NRCA4_FULL_TAMASKSWB           Sci2IdlY44  7.88314854218314e-16 7.968194847603631e-16        0.000000     1.0673
NRCA4_FULL_TAMASKSWB           Sci2IdlY50 1.928888601844942e-21 1.439196491690851e-21        0.000000    25.3873
NRCA4_FULL_TAMASKSWB           Sci2IdlY51 1.584182519773209e-19 1.583778835885287e-19        0.000000     0.0255
NRCA4_FULL_TAMASKSWB           Sci2IdlY52 1.275920564758745e-20 1.175197369989821e-20        0.000000     7.8942
NRCA4_FULL_TAMASKSWB           Sci2IdlY53 2.971546869986186e-19 2.971131553078384e-19        0.000000     0.0140
NRCA4_FULL_TAMASKSWB           Sci2IdlY54 9.838153409520489e-21 9.333529314573277e-21        0.000000     5.1293
NRCA4_FULL_TAMASKSWB           Sci2IdlY55 1.370472096759598e-19 1.370419506836701e-19        0.000000     0.0038
NRCA4_FULL_TAMASKSWB           Idl2SciX00   0.02050466380993399   0.04293692734282928        0.022432    52.2447
NRCA4_FULL_TAMASKSWB           Idl2SciX10     32.51921801603599     32.45430921300063        0.064909     0.1996
NRCA4_FULL_TAMASKSWB           Idl2SciX11  0.000158658783587895 0.0003366638580182373        0.000178    52.8732
NRCA4_FULL_TAMASKSWB           Idl2SciX20 -0.001300697348320121 -0.001912362009925267        0.000612    31.9848
NRCA4_FULL_TAMASKSWB           Idl2SciX21  0.005545329410629648   0.00547824706349678        0.000067     1.2097
NRCA4_FULL_TAMASKSWB           Idl2SciX22 0.0007439009500307125 0.0005174832131984675        0.000226    30.4365
NRCA4_FULL_TAMASKSWB           Idl2SciX30 -9.935329287241805e-06 -1.084150902971945e-05        0.000001     8.3584
NRCA4_FULL_TAMASKSWB           Idl2SciX31 -1.06280196758615e-06 -2.893136447524381e-06        0.000002    63.2647
NRCA4_FULL_TAMASKSWB           Idl2SciX32 -9.89929252964309e-06 -1.050922957952804e-05        0.000001     5.8038
NRCA4_FULL_TAMASKSWB           Idl2SciX33 6.646394390264642e-09 -5.677365215329958e-07        0.000001   101.1707
NRCA4_FULL_TAMASKSWB           Idl2SciX40 -3.960910808912988e-09 -1.798732846050205e-08        0.000000    77.9794
NRCA4_FULL_TAMASKSWB           Idl2SciX41 -3.007460722161616e-08 -3.076040541115229e-08        0.000000     2.2295
NRCA4_FULL_TAMASKSWB           Idl2SciX42 -6.328049380932606e-09 -2.365134552936666e-08        0.000000    73.2444
NRCA4_FULL_TAMASKSWB           Idl2SciX43 -2.960623927735405e-08 -2.995664250103917e-08        0.000000     1.1697
NRCA4_FULL_TAMASKSWB           Idl2SciX44 -1.564683670794105e-09 -4.394482771561452e-09        0.000000    64.3944
NRCA4_FULL_TAMASKSWB           Idl2SciX50 -1.363032378723369e-10 -1.363321252121407e-10        0.000000     0.0212
NRCA4_FULL_TAMASKSWB           Idl2SciX51 -8.53357989046661e-12 -8.131524465654976e-12        0.000000     4.7115
NRCA4_FULL_TAMASKSWB           Idl2SciX52 -2.828193978228716e-10 -2.827952241924865e-10        0.000000     0.0085
NRCA4_FULL_TAMASKSWB           Idl2SciX53 -9.260886328063469e-12 -8.310732368849953e-12        0.000000    10.2599
NRCA4_FULL_TAMASKSWB           Idl2SciX54 -1.436068904886865e-10 -1.435674197741184e-10        0.000000     0.0275
NRCA4_FULL_TAMASKSWB           Idl2SciX55 -1.486157552155705e-12 -9.883715147915185e-13        0.000000    33.4948
NRCA4_FULL_TAMASKSWB           Idl2SciY00   0.02652030217132051   0.01018978366982992        0.016331    61.5774
NRCA4_FULL_TAMASKSWB           Idl2SciY10    0.0252276017965492   0.01681411159529709        0.008413    33.3503
NRCA4_FULL_TAMASKSWB           Idl2SciY11     32.40115917479877     32.35360232744807        0.047557     0.1468
NRCA4_FULL_TAMASKSWB           Idl2SciY20 -0.002941302128111402 -0.002961405647923582        0.000020     0.6789
NRCA4_FULL_TAMASKSWB           Idl2SciY21 -0.002134834689395639  -0.00256647200553439        0.000432    16.8183
NRCA4_FULL_TAMASKSWB           Idl2SciY22  0.002574543972468756  0.002542207537919543        0.000032     1.2560
NRCA4_FULL_TAMASKSWB           Idl2SciY30 7.527607259944663e-08 -4.345794459055375e-07        0.000001   117.3216
NRCA4_FULL_TAMASKSWB           Idl2SciY31 -1.126591527351705e-05 -1.18459786044029e-05        0.000001     4.8967
NRCA4_FULL_TAMASKSWB           Idl2SciY32 -9.97617383471744e-07 -2.65512708792342e-06        0.000002    62.4268
NRCA4_FULL_TAMASKSWB           Idl2SciY33 -1.134959178653102e-05 -1.154992608084924e-05        0.000000     1.7345
NRCA4_FULL_TAMASKSWB           Idl2SciY40 -5.61447472991079e-09 -5.886569733093524e-09        0.000000     4.6223
NRCA4_FULL_TAMASKSWB           Idl2SciY41 -3.177738596258517e-09 -1.516197521592656e-08        0.000000    79.0414
NRCA4_FULL_TAMASKSWB           Idl2SciY42 -3.918320596347634e-08 -3.993358718185851e-08        0.000000     1.8791
NRCA4_FULL_TAMASKSWB           Idl2SciY43 -3.711761776010966e-09 -1.534587469513086e-08        0.000000    75.8126
NRCA4_FULL_TAMASKSWB           Idl2SciY44 -3.183887130128475e-08 -3.203235965056318e-08        0.000000     0.6040
NRCA4_FULL_TAMASKSWB           Idl2SciY50 -1.969957512901186e-12 -2.470187247223283e-12        0.000000    20.2507
NRCA4_FULL_TAMASKSWB           Idl2SciY51 -1.442735070862882e-10 -1.44310536619947e-10        0.000000     0.0257
NRCA4_FULL_TAMASKSWB           Idl2SciY52 -1.043188902883434e-11 -1.134956846556725e-11        0.000000     8.0856
NRCA4_FULL_TAMASKSWB           Idl2SciY53 -2.806260118687355e-10 -2.80623447676063e-10        0.000000     0.0009
NRCA4_FULL_TAMASKSWB           Idl2SciY54 -7.788837108463176e-12 -8.17742342427686e-12        0.000000     4.7519
NRCA4_FULL_TAMASKSWB           Idl2SciY55 -1.346814478625655e-10 -1.346537719521826e-10        0.000000     0.0205

NRCA4_FULL_TAMASKSWBS             DDCName           NRC_MASKLWB          NRC_MASK430R             N/A        N/A
NRCA4_FULL_TAMASKSWBS             XDetRef                 814.0                 166.5      647.500000    79.5455
NRCA4_FULL_TAMASKSWBS             YDetRef                 791.0                 786.5        4.500000     0.5689
NRCA4_FULL_TAMASKSWBS             XSciRef                 814.0                 166.5      647.500000    79.5455
NRCA4_FULL_TAMASKSWBS             YSciRef                1259.0                1262.5        3.500000     0.2772
NRCA4_FULL_TAMASKSWBS           XSciScale            0.03081285            0.03075241        0.000060     0.1962
NRCA4_FULL_TAMASKSWBS           YSciScale            0.03090914            0.03086416        0.000045     0.1455
NRCA4_FULL_TAMASKSWBS               V2Ref             57.307229             77.237593       19.930364    25.8040
NRCA4_FULL_TAMASKSWBS               V3Ref           -412.399192           -412.226358        0.172834     0.0419
NRCA4_FULL_TAMASKSWBS         V3IdlYAngle            0.03815008           -0.15513198        0.193282   124.5920
NRCA4_FULL_TAMASKSWBS         V3SciXAngle          -89.99390405           -90.2003546        0.206451     0.2289
NRCA4_FULL_TAMASKSWBS         V3SciYAngle            0.03815008           -0.15513198        0.193282   124.5920
NRCA4_FULL_TAMASKSWBS           XIdlVert1              -25.2374               -5.1752       20.062200    79.4939
NRCA4_FULL_TAMASKSWBS           XIdlVert2               38.3838               58.4458       20.062000    34.3258
NRCA4_FULL_TAMASKSWBS           XIdlVert3               37.9878               57.8352       19.847400    34.3172
NRCA4_FULL_TAMASKSWBS           XIdlVert4              -24.9459               -5.0973       19.848600    79.5666
NRCA4_FULL_TAMASKSWBS           YIdlVert1              -38.8987              -39.0714        0.172700     0.4420
NRCA4_FULL_TAMASKSWBS           YIdlVert2              -39.0577              -39.0156        0.042100     0.1078
NRCA4_FULL_TAMASKSWBS           YIdlVert3               24.5632               24.6033        0.040100     0.1630
NRCA4_FULL_TAMASKSWBS           YIdlVert4               24.3885               24.2161        0.172400     0.7069
NRCA4_FULL_TAMASKSWBS          Sci2IdlX10   0.03081284071273082   0.03075239899378933        0.000060     0.1962
NRCA4_FULL_TAMASKSWBS          Sci2IdlX20 5.499215867416245e-08 3.771744459147776e-08        0.000000    31.4130
NRCA4_FULL_TAMASKSWBS          Sci2IdlX21 -1.606359262847243e-07 -1.614372038318076e-07        0.000000     0.4963
NRCA4_FULL_TAMASKSWBS          Sci2IdlX22 -1.573524459237969e-08 -2.184456689052175e-08        0.000000    27.9672
NRCA4_FULL_TAMASKSWBS          Sci2IdlX30 9.423314786543769e-12 8.265086880016307e-12        0.000000    12.2911
NRCA4_FULL_TAMASKSWBS          Sci2IdlX31 1.139139422364352e-12 -1.12281520333429e-13        0.000000   109.8567
NRCA4_FULL_TAMASKSWBS          Sci2IdlX32 1.025681247805218e-11 9.542520457616192e-12        0.000000     6.9641
NRCA4_FULL_TAMASKSWBS          Sci2IdlX33 6.091329845605713e-13 1.852860056720092e-13        0.000000    69.5820
NRCA4_FULL_TAMASKSWBS          Sci2IdlX40 6.764325899583108e-16 2.182242915130038e-16        0.000000    67.7389
NRCA4_FULL_TAMASKSWBS          Sci2IdlX41 6.457814210565822e-16 6.167150743119783e-16        0.000000     4.5010
NRCA4_FULL_TAMASKSWBS          Sci2IdlX42 8.397626592281742e-16 2.716616959169095e-16        0.000000    67.6502
NRCA4_FULL_TAMASKSWBS          Sci2IdlX43 6.096502372697721e-16 5.952439497453378e-16        0.000000     2.3630
NRCA4_FULL_TAMASKSWBS          Sci2IdlX44 1.217529290594672e-16 2.486207098465343e-17        0.000000    79.5799
NRCA4_FULL_TAMASKSWBS          Sci2IdlX50 1.412553328639208e-19 1.412496538800948e-19        0.000000     0.0040
NRCA4_FULL_TAMASKSWBS          Sci2IdlX51 1.191215823594511e-20 1.137781649079791e-20        0.000000     4.4857
NRCA4_FULL_TAMASKSWBS          Sci2IdlX52 2.905584156009171e-19 2.905170765334541e-19        0.000000     0.0142
NRCA4_FULL_TAMASKSWBS          Sci2IdlX53 1.248229915240198e-20 1.147994424902057e-20        0.000000     8.0302
NRCA4_FULL_TAMASKSWBS          Sci2IdlX54 1.455758490855669e-19 1.455435141410164e-19        0.000000     0.0222
NRCA4_FULL_TAMASKSWBS          Sci2IdlX55 1.748689716685515e-21  1.28638193596947e-21        0.000000    26.4374
NRCA4_FULL_TAMASKSWBS          Sci2IdlY10 -1.723824801084156e-05 -2.427237308970177e-05        0.000007    28.9800
NRCA4_FULL_TAMASKSWBS          Sci2IdlY11   0.03090914037256342   0.03086416147054551        0.000045     0.1455
NRCA4_FULL_TAMASKSWBS          Sci2IdlY20 8.657959836670573e-08 8.534092945424327e-08        0.000000     1.4307
NRCA4_FULL_TAMASKSWBS          Sci2IdlY21 7.465959591116287e-08 6.234984971230663e-08        0.000000    16.4878
NRCA4_FULL_TAMASKSWBS          Sci2IdlY22 -7.540672717079335e-08 -7.586454013580568e-08        0.000000     0.6035
NRCA4_FULL_TAMASKSWBS          Sci2IdlY30 1.090090909148284e-12 3.881547097959777e-13        0.000000    64.3924
NRCA4_FULL_TAMASKSWBS          Sci2IdlY31 9.588933836269073e-12  8.72540823795299e-12        0.000000     9.0054
NRCA4_FULL_TAMASKSWBS          Sci2IdlY32 1.555483586593658e-12 1.004066946922862e-13        0.000000    93.5450
NRCA4_FULL_TAMASKSWBS          Sci2IdlY33 1.059867291741922e-11 1.032429802184227e-11        0.000000     2.5888
NRCA4_FULL_TAMASKSWBS          Sci2IdlY40 2.845481644581188e-16 2.813197820277107e-16        0.000000     1.1346
NRCA4_FULL_TAMASKSWBS          Sci2IdlY41 6.547637428023795e-16 2.467514228296938e-16        0.000000    62.3144
NRCA4_FULL_TAMASKSWBS          Sci2IdlY42 1.162548456854506e-15 1.144630220354736e-15        0.000000     1.5413
NRCA4_FULL_TAMASKSWBS          Sci2IdlY43 6.391394078251792e-16 2.565547558305146e-16        0.000000    59.8593
NRCA4_FULL_TAMASKSWBS          Sci2IdlY44 7.943564269336788e-16  7.91480777447219e-16        0.000000     0.3620
NRCA4_FULL_TAMASKSWBS          Sci2IdlY50 1.445202817652512e-21 1.921705605607809e-21        0.000000    24.7958
NRCA4_FULL_TAMASKSWBS          Sci2IdlY51 1.583783902491468e-19 1.584176735836344e-19        0.000000     0.0248
NRCA4_FULL_TAMASKSWBS          Sci2IdlY52 1.176432855859476e-20 1.274443193731995e-20        0.000000     7.6904
NRCA4_FULL_TAMASKSWBS          Sci2IdlY53 2.971136863368646e-19 2.971541035907971e-19        0.000000     0.0136
NRCA4_FULL_TAMASKSWBS          Sci2IdlY54 9.339719360545289e-21 9.830752066919902e-21        0.000000     4.9949
NRCA4_FULL_TAMASKSWBS          Sci2IdlY55 1.370420251636765e-19 1.370471444365106e-19        0.000000     0.0037
NRCA4_FULL_TAMASKSWBS          Idl2SciX00   0.04276391226277454   0.02092407173132926        0.021840    51.0707
NRCA4_FULL_TAMASKSWBS          Idl2SciX10     32.45459919953269     32.51930485105979        0.064706     0.1990
NRCA4_FULL_TAMASKSWBS          Idl2SciX11 0.0003381215732298042 0.0001600039207389076        0.000178    52.6786
NRCA4_FULL_TAMASKSWBS          Idl2SciX20  -0.00190477441956264  -0.00130835901146861        0.000596    31.3116
NRCA4_FULL_TAMASKSWBS          Idl2SciX21  0.005481640743172255  0.005542227609964973        0.000061     1.0932
NRCA4_FULL_TAMASKSWBS          Idl2SciX22 0.0005203252019969849 0.0007410304398599447        0.000221    29.7836
NRCA4_FULL_TAMASKSWBS          Idl2SciX30 -1.082151296561385e-05 -9.943796834229292e-06        0.000001     8.1108
NRCA4_FULL_TAMASKSWBS          Idl2SciX31 -2.867233013537303e-06 -1.087697976994648e-06        0.000002    62.0645
NRCA4_FULL_TAMASKSWBS          Idl2SciX32 -1.048881670929827e-05 -9.91488505910778e-06        0.000001     5.4718
NRCA4_FULL_TAMASKSWBS          Idl2SciX33 -5.593751702043861e-07 -1.47799876902851e-09        0.000001    99.7358
NRCA4_FULL_TAMASKSWBS          Idl2SciX40 -1.782761330009967e-08 -4.141771190890363e-09        0.000000    76.7677
NRCA4_FULL_TAMASKSWBS          Idl2SciX41 -3.069281512578373e-08 -3.016180158803782e-08        0.000000     1.7301
NRCA4_FULL_TAMASKSWBS          Idl2SciX42 -2.345269222310252e-08 -6.553611004363223e-09        0.000000    72.0560
NRCA4_FULL_TAMASKSWBS          Idl2SciX43 -2.98920048006157e-08 -2.96904067536824e-08        0.000000     0.6744
NRCA4_FULL_TAMASKSWBS          Idl2SciX44 -4.362041450862322e-09 -1.601742102295299e-09        0.000000    63.2800
NRCA4_FULL_TAMASKSWBS          Idl2SciX50 -1.363317793462772e-10 -1.363036716824586e-10        0.000000     0.0206
NRCA4_FULL_TAMASKSWBS          Idl2SciX51 -8.13645984065922e-12 -8.52768708109084e-12        0.000000     4.5877
NRCA4_FULL_TAMASKSWBS          Idl2SciX52 -2.827955467693962e-10 -2.828190743568712e-10        0.000000     0.0083
NRCA4_FULL_TAMASKSWBS          Idl2SciX53 -8.322388046265858e-12 -9.246950957293346e-12        0.000000     9.9986
NRCA4_FULL_TAMASKSWBS          Idl2SciX54 -1.435679162499166e-10 -1.436063262566929e-10        0.000000     0.0267
NRCA4_FULL_TAMASKSWBS          Idl2SciX55 -9.944761623612484e-13 -1.478854694720122e-12        0.000000    32.7536
NRCA4_FULL_TAMASKSWBS          Idl2SciY00   0.01034409008434523   0.02656006439246994        0.016216    61.0540
NRCA4_FULL_TAMASKSWBS          Idl2SciY10    0.0170837727362509   0.02504074666445601        0.007957    31.7761
NRCA4_FULL_TAMASKSWBS          Idl2SciY11     32.35364566001676     32.40131253616057        0.047667     0.1471
NRCA4_FULL_TAMASKSWBS          Idl2SciY20 -0.002959719011339216 -0.002942917826718544        0.000017     0.5677
NRCA4_FULL_TAMASKSWBS          Idl2SciY21 -0.002560898246099951 -0.002140446964575471        0.000420    16.4181
NRCA4_FULL_TAMASKSWBS          Idl2SciY22   0.00254645060184631   0.00256966311837304        0.000023     0.9033
NRCA4_FULL_TAMASKSWBS          Idl2SciY30 -4.270126546379599e-07 6.836897392327832e-08        0.000000   116.0110
NRCA4_FULL_TAMASKSWBS          Idl2SciY31 -1.182672576064625e-05 -1.127946754039243e-05        0.000001     4.6273
NRCA4_FULL_TAMASKSWBS          Idl2SciY32 -2.631274580738764e-06 -1.020297317248727e-06        0.000002    61.2242
NRCA4_FULL_TAMASKSWBS          Idl2SciY33 -1.153267884376289e-05 -1.136821911651924e-05        0.000000     1.4260
NRCA4_FULL_TAMASKSWBS          Idl2SciY40 -5.867483982717733e-09  -5.6372279811332e-09        0.000000     3.9243
