# MIRI aperture definition file for SIAF
#
# This file contains all the necessary aperture information to generate the full SIAF given the necessary reference files (focal plane alignment, distortion) and auxiliary information (DDC mapping, wedge offsets, ...)
# This file also defines the order in which the apertures are presented.
#
# Imager/LRS information is based on FLT-1 reference file: MIRI_FM_MIRIMAGE_DISTORTION_SS.04.00.fits
#
# Note that V3IdlYAngle will be populated automatically for 'None', or overridden with values specified here.
#
# Subarray locations are updated 2022-04-29 by D. Law based on new information from M. Ressler (JSOCOPS-97)
# Updated Coron centers 2022-10-03 by D. Law and M. Libralato (JSOCOPS-60)
# Added full-array versions of 1065,1140,1550,Lyot MASK apertures 2023-03-08 by D. Law (JSOCINT-614)
#
# MRS apertures, MIRIM_SLIT updated 2022-05-28 by D. Law based on FLT-1 distortion solution
# MRS apertures updated 2022-08-01 by D. Law based on FLT-3 distortion solution
#
# MRS
# Created  2022-08-01T16:22:15.905657
# Using program makesiaf_mrs.py
# Using input files:
# 1A : MIRI_FM_MIRIFUSHORT_12SHORT_DISTORTION_9B.05.07.fits
# 1B : MIRI_FM_MIRIFUSHORT_12MEDIUM_DISTORTION_9B.05.07.fits
# 1C : MIRI_FM_MIRIFUSHORT_12LONG_DISTORTION_9B.05.07.fits
# 2A : MIRI_FM_MIRIFUSHORT_12SHORT_DISTORTION_9B.05.07.fits
# 2B : MIRI_FM_MIRIFUSHORT_12MEDIUM_DISTORTION_9B.05.07.fits
# 2C : MIRI_FM_MIRIFUSHORT_12LONG_DISTORTION_9B.05.07.fits
# 3A : MIRI_FM_MIRIFULONG_34SHORT_DISTORTION_9B.05.07.fits
# 3B : MIRI_FM_MIRIFULONG_34MEDIUM_DISTORTION_9B.05.07.fits
# 3C : MIRI_FM_MIRIFULONG_34LONG_DISTORTION_9B.05.07.fits
# 4A : MIRI_FM_MIRIFULONG_34SHORT_DISTORTION_9B.05.07.fits
# 4B : MIRI_FM_MIRIFULONG_34MEDIUM_DISTORTION_9B.05.07.fits
# 4C : MIRI_FM_MIRIFULONG_34LONG_DISTORTION_9B.05.07.fits
             AperName ,  AperType , V3IdlYAngle , VIdlParity ,  XDetRef ,  YDetRef ,  XSciSize ,  YSciSize , XCorner , YCorner , XSciRef , YSciRef , parent_apertures , dependency_type ,   SliceName ,  SliceNum ,     v2ref ,     v3ref ,      v2ll ,      v2ul ,      v2ur ,      v2lr ,      v3ll ,      v3ul ,      v3ur ,      v3lr
     MIRIFU_2ASLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        206A ,         6 , -503.3385 , -318.4536 , -505.3274 , -505.3698 , -501.3111 , -501.2689 , -318.0194 , -318.2989 , -318.8917 , -318.6157
     MIRIFU_2ASLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        207A ,         7 , -503.3808 , -318.7313 , -505.3857 , -505.4281 , -501.4040 , -501.3618 , -318.2965 , -318.5760 , -319.1603 , -318.8843
     MIRIFU_2ASLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        208A ,         8 , -503.4230 , -319.0091 , -505.4024 , -505.4448 , -501.4411 , -501.3989 , -318.5797 , -318.8591 , -319.4371 , -319.1611
     MIRIFU_2ASLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        209A ,         9 , -503.4653 , -319.2868 , -505.4268 , -505.4691 , -501.4548 , -501.4126 , -318.8617 , -319.1411 , -319.7172 , -319.4412
     MIRIFU_2ASLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        210A ,        10 , -503.5076 , -319.5645 , -505.5349 , -505.5773 , -501.4626 , -501.4205 , -319.1317 , -319.4112 , -319.9981 , -319.7221
     MIRIFU_2ASLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        211A ,        11 , -503.5498 , -319.8422 , -505.5914 , -505.6338 , -501.4699 , -501.4277 , -319.4092 , -319.6886 , -320.2790 , -320.0031
     MIRIFU_2ASLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        212A ,        12 , -503.5921 , -320.1200 , -505.6222 , -505.6646 , -501.4916 , -501.4494 , -319.6903 , -319.9698 , -320.5578 , -320.2819
     MIRIFU_2ASLICE13 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        213A ,        13 , -503.6344 , -320.3977 , -505.6609 , -505.7033 , -501.5506 , -501.5085 , -319.9703 , -320.2497 , -320.8314 , -320.5555
     MIRIFU_2ASLICE14 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        214A ,        14 , -503.6766 , -320.6754 , -505.6824 , -505.7247 , -501.6318 , -501.5896 , -320.2527 , -320.5321 , -321.1019 , -320.8259
     MIRIFU_2ASLICE15 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        215A ,        15 , -503.7189 , -320.9532 , -505.7075 , -505.7499 , -501.7103 , -501.6682 , -320.5345 , -320.8140 , -321.3729 , -321.0968
     MIRIFU_2ASLICE16 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        216A ,        16 , -503.7612 , -321.2309 , -505.7958 , -505.8382 , -501.7784 , -501.7362 , -320.8076 , -321.0871 , -321.6453 , -321.3693
     MIRIFU_2ASLICE17 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        217A ,        17 , -503.8035 , -321.5086 , -505.8210 , -505.8634 , -501.8172 , -501.7750 , -321.0894 , -321.3689 , -321.9218 , -321.6458
     MIRIFU_CHANNEL2B ,  COMPOUND ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        None ,      None , -503.5370 , -319.5700 , -505.1461 , -505.8525 , -501.9265 , -501.1996 , -316.9275 , -321.6460 , -322.1955 , -317.5144
     MIRIFU_2BSLICE01 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        201B ,         1 , -503.1997 , -317.3583 , -505.1461 , -505.1876 , -501.1742 , -501.1315 , -316.9275 , -317.2051 , -317.7999 , -317.5246
     MIRIFU_2BSLICE02 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        202B ,         2 , -503.2419 , -317.6348 , -505.2611 , -505.3026 , -501.2091 , -501.1663 , -317.1942 , -317.4718 , -318.0764 , -317.8010
     MIRIFU_2BSLICE03 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        203B ,         3 , -503.2840 , -317.9113 , -505.3007 , -505.3422 , -501.2285 , -501.1857 , -317.4721 , -317.7497 , -318.3551 , -318.0798
     MIRIFU_2BSLICE04 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        204B ,         4 , -503.3262 , -318.1877 , -505.3197 , -505.3613 , -501.2607 , -501.2179 , -317.7530 , -318.0306 , -318.6320 , -318.3567
     MIRIFU_2BSLICE05 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        205B ,         5 , -503.3684 , -318.4642 , -505.3608 , -505.4023 , -501.3205 , -501.2777 , -318.0306 , -318.3082 , -318.9048 , -318.6295
     MIRIFU_2BSLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        206B ,         6 , -503.4105 , -318.7406 , -505.4002 , -505.4418 , -501.3895 , -501.3468 , -318.3085 , -318.5861 , -319.1763 , -318.9010
     MIRIFU_2BSLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        207B ,         7 , -503.4527 , -319.0171 , -505.4464 , -505.4880 , -501.4718 , -501.4291 , -318.5854 , -318.8630 , -319.4459 , -319.1705
     MIRIFU_2BSLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        208B ,         8 , -503.4948 , -319.2936 , -505.4472 , -505.4887 , -501.5250 , -501.4822 , -318.8690 , -319.1465 , -319.7197 , -319.4444
     MIRIFU_2BSLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        209B ,         9 , -503.5370 , -319.5700 , -505.4991 , -505.5407 , -501.5171 , -501.4743 , -319.1450 , -319.4226 , -320.0024 , -319.7270
     MIRIFU_2BSLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        210B ,        10 , -503.5791 , -319.8465 , -505.6032 , -505.6447 , -501.5571 , -501.5143 , -319.4136 , -319.6912 , -320.2781 , -320.0028
     MIRIFU_2BSLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        211B ,        11 , -503.6213 , -320.1230 , -505.6127 , -505.6542 , -501.5752 , -501.5324 , -319.6958 , -319.9734 , -320.5569 , -320.2816
     MIRIFU_2BSLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        212B ,        12 , -503.6635 , -320.3994 , -505.6626 , -505.7041 , -501.5622 , -501.5194 , -319.9722 , -320.2498 , -320.8402 , -320.5649
     MIRIFU_2BSLICE13 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        213B ,        13 , -503.7056 , -320.6759 , -505.7356 , -505.7771 , -501.6415 , -501.5987 , -320.2453 , -320.5229 , -321.1103 , -320.8350
     MIRIFU_2BSLICE14 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        214B ,        14 , -503.7478 , -320.9523 , -505.7484 , -505.7899 , -501.7100 , -501.6672 , -320.5270 , -320.8046 , -321.3819 , -321.1066
     MIRIFU_2BSLICE15 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        215B ,        15 , -503.7899 , -321.2288 , -505.7628 , -505.8043 , -501.7830 , -501.7402 , -320.8084 , -321.0860 , -321.6530 , -321.3777
     MIRIFU_2BSLICE16 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        216B ,        16 , -503.8321 , -321.5053 , -505.8485 , -505.8901 , -501.8702 , -501.8274 , -321.0797 , -321.3573 , -321.9221 , -321.6467
     MIRIFU_2BSLICE17 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        217B ,        17 , -503.8742 , -321.7817 , -505.8568 , -505.8983 , -501.9265 , -501.8838 , -321.3620 , -321.6396 , -322.1955 , -321.9202
     MIRIFU_CHANNEL2C ,  COMPOUND ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        None ,      None , -503.3849 , -319.4975 , -504.9816 , -505.7003 , -501.7751 , -501.0616 , -316.8595 , -321.5704 , -322.1207 , -317.4425
     MIRIFU_2CSLICE01 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        201C ,         1 , -503.0480 , -317.2883 , -504.9878 , -505.0300 , -501.0414 , -500.9994 , -316.8586 , -317.1357 , -317.7269 , -317.4517
     MIRIFU_2CSLICE02 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        202C ,         2 , -503.0901 , -317.5644 , -505.0754 , -505.1177 , -501.0732 , -501.0312 , -317.1289 , -317.4061 , -318.0036 , -317.7284
     MIRIFU_2CSLICE03 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        203C ,         3 , -503.1322 , -317.8406 , -505.1457 , -505.1880 , -501.0711 , -501.0291 , -317.4019 , -317.6791 , -318.2852 , -318.0101
     MIRIFU_2CSLICE04 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        204C ,         4 , -503.1743 , -318.1167 , -505.1736 , -505.2159 , -501.1403 , -501.0984 , -317.6812 , -317.9584 , -318.5563 , -318.2812
     MIRIFU_2CSLICE05 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        205C ,         5 , -503.2165 , -318.3929 , -505.1834 , -505.2257 , -501.2064 , -501.1644 , -317.9631 , -318.2403 , -318.8280 , -318.5528
     MIRIFU_2CSLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        206C ,         6 , -503.2586 , -318.6690 , -505.2246 , -505.2669 , -501.2768 , -501.2348 , -318.2404 , -318.5176 , -319.0990 , -318.8238
     MIRIFU_2CSLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        207C ,         7 , -503.3007 , -318.9452 , -505.3087 , -505.3510 , -501.3554 , -501.3134 , -318.5115 , -318.7886 , -319.3688 , -319.0936
     MIRIFU_2CSLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        208C ,         8 , -503.3428 , -319.2214 , -505.3078 , -505.3501 , -501.3898 , -501.3478 , -318.7949 , -319.0720 , -319.6451 , -319.3699
     MIRIFU_2CSLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        209C ,         9 , -503.3849 , -319.4975 , -505.3198 , -505.3621 , -501.4164 , -501.3744 , -319.0764 , -319.3535 , -319.9225 , -319.6473
     MIRIFU_2CSLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        210C ,        10 , -503.4271 , -319.7737 , -505.4204 , -505.4627 , -501.4293 , -501.3873 , -319.3451 , -319.6222 , -320.2019 , -319.9267
     MIRIFU_2CSLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        211C ,        11 , -503.4692 , -320.0498 , -505.4641 , -505.5064 , -501.4308 , -501.3888 , -319.6220 , -319.8992 , -320.4828 , -320.2077
     MIRIFU_2CSLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        212C ,        12 , -503.5113 , -320.3260 , -505.5003 , -505.5425 , -501.4316 , -501.3896 , -319.9001 , -320.1772 , -320.7639 , -320.4887
     MIRIFU_2CSLICE13 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        213C ,        13 , -503.5534 , -320.6021 , -505.5425 , -505.5848 , -501.5254 , -501.4834 , -320.1772 , -320.4544 , -321.0316 , -320.7565
     MIRIFU_2CSLICE14 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        214C ,        14 , -503.5956 , -320.8783 , -505.5602 , -505.6025 , -501.5475 , -501.5056 , -320.4579 , -320.7350 , -321.3096 , -321.0344
     MIRIFU_2CSLICE15 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        215C ,        15 , -503.6377 , -321.1545 , -505.6098 , -505.6520 , -501.6069 , -501.5649 , -320.7339 , -321.0111 , -321.5822 , -321.3071
     MIRIFU_2CSLICE16 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        216C ,        16 , -503.6798 , -321.4306 , -505.6396 , -505.6819 , -501.6721 , -501.6301 , -321.0128 , -321.2900 , -321.8541 , -321.5790
     MIRIFU_2CSLICE17 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        217C ,        17 , -503.7219 , -321.7068 , -505.7213 , -505.7636 , -501.7355 , -501.6935 , -321.2844 , -321.5616 , -322.1263 , -321.8511
     MIRIFU_CHANNEL3A ,  COMPOUND ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        None ,      None , -504.0324 , -319.0009 , -506.4151 , -506.8962 , -501.6878 , -501.1410 , -315.5679 , -321.7388 , -322.4785 , -316.2169
     MIRIFU_3ASLICE01 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        301A ,         1 , -503.7915 , -316.0870 , -506.5774 , -506.6074 , -500.9415 , -500.9072 , -315.5479 , -315.9334 , -316.6373 , -316.2457
     MIRIFU_3ASLICE02 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        302A ,         2 , -503.8236 , -316.4755 , -506.5743 , -506.6043 , -500.9068 , -500.8724 , -315.9375 , -316.3231 , -317.0376 , -316.6459
     MIRIFU_3ASLICE03 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        303A ,         3 , -503.8557 , -316.8640 , -506.5458 , -506.5758 , -501.1074 , -501.0731 , -316.3304 , -316.7160 , -317.4082 , -317.0167
     MIRIFU_3ASLICE04 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        304A ,         4 , -503.8879 , -317.2526 , -506.5930 , -506.6230 , -501.1101 , -501.0758 , -316.7138 , -317.0994 , -317.8038 , -317.4122
     MIRIFU_3ASLICE05 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        305A ,         5 , -503.9200 , -317.6411 , -506.5728 , -506.6028 , -501.0754 , -501.0411 , -317.1058 , -317.4915 , -318.2042 , -317.8126
     MIRIFU_3ASLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        306A ,         6 , -503.9521 , -318.0296 , -506.5804 , -506.6105 , -501.1679 , -501.1336 , -317.4944 , -317.8800 , -318.5882 , -318.1967
     MIRIFU_3ASLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        307A ,         7 , -503.9842 , -318.4181 , -506.5955 , -506.6255 , -501.0999 , -501.0655 , -317.8820 , -318.2677 , -318.9932 , -318.6015
     MIRIFU_3ASLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        308A ,         8 , -504.0164 , -318.8066 , -506.6932 , -506.7233 , -501.1210 , -501.0866 , -318.2588 , -318.6444 , -319.3866 , -318.9949
     MIRIFU_3ASLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        309A ,         9 , -504.0485 , -319.1951 , -506.7830 , -506.8130 , -501.4222 , -501.3880 , -318.6365 , -319.0220 , -319.7426 , -319.3512
     MIRIFU_3ASLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        310A ,        10 , -504.0806 , -319.5837 , -506.8632 , -506.8931 , -501.4828 , -501.4486 , -319.0153 , -319.4008 , -320.1304 , -319.7391
     MIRIFU_3ASLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        311A ,        11 , -504.1127 , -319.9722 , -506.8757 , -506.9056 , -501.5053 , -501.4711 , -319.4031 , -319.7886 , -320.5234 , -320.1320
     MIRIFU_3ASLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        312A ,        12 , -504.1449 , -320.3607 , -506.8785 , -506.9085 , -501.4077 , -501.3734 , -319.7923 , -320.1779 , -320.9328 , -320.5413
     MIRIFU_3ASLICE13 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        313A ,        13 , -504.1770 , -320.7492 , -506.8903 , -506.9203 , -501.4651 , -501.4308 , -320.1804 , -320.5659 , -321.3211 , -320.9297
     MIRIFU_3ASLICE14 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        314A ,        14 , -504.2091 , -321.1377 , -506.9401 , -506.9700 , -501.4685 , -501.4342 , -320.5632 , -320.9487 , -321.7169 , -321.3254
     MIRIFU_3ASLICE15 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        315A ,        15 , -504.2412 , -321.5262 , -507.0261 , -507.0560 , -501.4129 , -501.3786 , -320.9409 , -321.3264 , -322.1211 , -321.7295
     MIRIFU_3ASLICE16 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        316A ,        16 , -504.2734 , -321.9148 , -507.1507 , -507.1805 , -501.5810 , -501.5468 , -321.3130 , -321.6984 , -322.4937 , -322.1022
     MIRIFU_CHANNEL3B ,  COMPOUND ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        None ,      None , -504.0859 , -319.1972 , -506.4087 , -506.9549 , -501.7622 , -501.1985 , -315.7690 , -321.9363 , -322.6722 , -316.4139
     MIRIFU_3BSLICE01 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        301B ,         1 , -503.8258 , -316.2850 , -506.6063 , -506.6404 , -501.0121 , -500.9768 , -315.7446 , -316.1298 , -316.8327 , -316.4414
     MIRIFU_3BSLICE02 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        302B ,         2 , -503.8605 , -316.6733 , -506.5960 , -506.6301 , -501.0927 , -501.0574 , -316.1353 , -316.5206 , -317.2184 , -316.8271
     MIRIFU_3BSLICE03 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        303B ,         3 , -503.8951 , -317.0616 , -506.5687 , -506.6028 , -501.1621 , -501.1269 , -316.5284 , -316.9137 , -317.6054 , -317.2141
     MIRIFU_3BSLICE04 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        304B ,         4 , -503.9298 , -317.4499 , -506.5831 , -506.6172 , -501.1889 , -501.1536 , -316.9162 , -317.3016 , -317.9978 , -317.6065
     MIRIFU_3BSLICE05 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        305B ,         5 , -503.9645 , -317.8382 , -506.6086 , -506.6428 , -501.1589 , -501.1237 , -317.3027 , -317.6881 , -318.3975 , -318.0062
     MIRIFU_3BSLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        306B ,         6 , -503.9992 , -318.2265 , -506.5919 , -506.6260 , -501.2461 , -501.2109 , -317.6947 , -318.0801 , -318.7821 , -318.3908
     MIRIFU_3BSLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        307B ,         7 , -504.0339 , -318.6148 , -506.6135 , -506.6476 , -501.1840 , -501.1487 , -318.0817 , -318.4672 , -319.1863 , -318.7949
     MIRIFU_3BSLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        308B ,         8 , -504.0685 , -319.0031 , -506.7349 , -506.7690 , -501.2039 , -501.1686 , -318.4557 , -318.8411 , -319.5798 , -319.1883
     MIRIFU_3BSLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        309B ,         9 , -504.1032 , -319.3914 , -506.7969 , -506.8310 , -501.4506 , -501.4153 , -318.8374 , -319.2227 , -319.9429 , -319.5517
     MIRIFU_3BSLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        310B ,        10 , -504.1379 , -319.7797 , -506.8748 , -506.9089 , -501.5508 , -501.5156 , -319.2168 , -319.6021 , -320.3253 , -319.9342
     MIRIFU_3BSLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        311B ,        11 , -504.1726 , -320.1679 , -506.8922 , -506.9263 , -501.5477 , -501.5124 , -319.6044 , -319.9897 , -320.7217 , -320.3305
     MIRIFU_3BSLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        312B ,        12 , -504.2073 , -320.5562 , -506.9274 , -506.9615 , -501.4754 , -501.4402 , -319.9895 , -320.3748 , -321.1276 , -320.7363
     MIRIFU_3BSLICE13 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        313B ,        13 , -504.2420 , -320.9445 , -506.9433 , -506.9774 , -501.5292 , -501.4939 , -320.3773 , -320.7626 , -321.5164 , -321.1251
     MIRIFU_3BSLICE14 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        314B ,        14 , -504.2766 , -321.3328 , -506.9737 , -507.0078 , -501.5279 , -501.4926 , -320.7632 , -321.1485 , -321.9127 , -321.5214
     MIRIFU_3BSLICE15 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        315B ,        15 , -504.3113 , -321.7211 , -507.0615 , -507.0956 , -501.5203 , -501.4850 , -321.1410 , -321.5263 , -322.3101 , -321.9187
     MIRIFU_3BSLICE16 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        316B ,        16 , -504.3460 , -322.1094 , -507.1787 , -507.2127 , -501.6350 , -501.5997 , -321.5146 , -321.8997 , -322.6902 , -322.2989
     MIRIFU_CHANNEL3C ,  COMPOUND ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        None ,      None , -503.9589 , -319.1787 , -506.2697 , -506.8199 , -501.6958 , -501.1084 , -315.7509 , -321.9155 , -322.6477 , -316.3927
